Name	Set	Imagefile	Type	Level	Logo	Rarity	Text
The Toad	RRSP	003	Magic Item	2	AD&D	Special	Play this magical item during a round of battle to reduce an opposing  wizard's or cleric's base level to 0. If attached to a monster, the  champion gains an additional 4 levels. (Off)
Lost Treasure	RRSP	004	Event		AD&D	Special	Play this event to retrieve a magical item or artifact from the  discard pile or to send a magical item or artifact to the Abyss.  (Helpful/Harmful)
Holy Sword Chrysomer	RRSP	005	Artifact	6	AD&D	Special	Can only be attached to heroes of any world (excluding undead).  Destroys up to 10 levels of opposing undead allies. Undead champions  of level 8 or less cannot enter battle against the attached champion.
Manshoon of the Zhentarim	RRSP	006	Wizard	8	FR	Special	If Manshoon is about to be discarded for any reason (including  through combat but excluding being sent to the Abyss), his player can discard a card from his hand instead. Manshoon returns to his pool,  he cannot be used again until his player's next turn
Undead regeneration	RRSP	007	Event		AD&D	Special	Retrieve all undead from the event's player discard pile. Champions gi directly to the pool, and allies to his hand. (Helpful)
The Dark Lens	RRSP	008	Artifact		DS	Special	Can only be attached to psionicists. Add 3 levels to any psionic  power card bonus. Can be discarded to use a psionic power card that  cannot be canceled or countered by any means. Opposing champions  cannot use psionic power cards.
Book of the Damned	RRSP	009	Magic Item		AD&D	Special	Can only be attached to wizards. If successful during a round of  combat, one friendly ally remains with the wizard, becoming undead  its level and powers are unchanged. (Def)
Horn of Change	RRSP	010	Magic Item		AD&D	Special	Can only be attached to monsters. Once per round of battle this item  forces an opponent to discard a just-played card and replace it with  another. If he cannot legally play another card, he automatically  loses the battle. (Off)
Kuroth's Quill	RRSP	011	Artifact		GH	Special	Once per round of combat the attached champion can choose to ignore  the level bonus or power of any card or double the level bonus of a  just-cast spell.
Dodge	RRSP	012	Event		AD&D	Special	Play to instantly counter one unarmed combat card or ignore one  opposing ally's special power. If played to counter an unarmed combat  card, this player draws two cards. (Helpful)
Runes of the Future	RRSP	013	Magic Item	2	AD&D	Special	The attached champion can be discarded at the end of his player's  turn to search his draw deck for any one card. Place this card so it  is the first or second card drawn on the next turn. (Def)
Cursed Idol	RRSP	014	Magic Item	1	AD&D	Special	If the attached champion is discarded as a result of combat, the idol transfers to the opposing champion and inflicts a terrible curse. the cursed champion must attack every round. If he cannot, his player must raze his foremost realm. (Off)
Tower of Spirits	RRSP	015	Holding		RL	Special	Only undead may attack the attached realm.
Gib Kcir	RRSP	016	Hero	5	AD&D	Special	Immune to harmful events. Discard this champion from her pool to the  Abyss to send any nonrealm card in play to the Abyss as well.
Dispel Psionics	RRSP	017	Cleric Spell		AD&D	Special	This spell can be cast at any time to negate the effects of a psionic  power card or a psionicist's special power. Negated special powers  cannot be used again until the end of that player's next turn. (Def)
Psionic reflection	RRSP	018	Cleric Spell		AD&D	Special	This spell can be cast at any time to reflect back the effects of a just played offensive psionic power card upon the original user. (Def)
Icon of Magic	RRSP	019	Artifact		AD&D	Special	All champions in play must ask this player's permission to use  offensive wizard spells.
Nectar of the Gods	RRSP	020	Artifact		AD&D	Special	All champions in play must ask this player's permission to use  offensive cleric spells.
Boots of Fharlanghn	RRSP	021	Magic Item		AD&D	Special	The champion wearing these boots gains earthwalking and swimming abilities as needed. Acleric wearing these boots can make unlimited attacks upon one opponent's realm until it is razed or the cleric is defeated. (Off)
The Crystal Cave	RRSP	022	Realm		AD&D	Special	Only spells can be used when attacking this realm by combat. Allies,  magical items, and artifacts have no effect.
The Fair Princess	RRSP	023	Hero	4	AD&D	Special	In combat, this champion banishes opposing dragons to Limbo until the  end of their owner's next turn. Dragon allies cannot be played  against her.
The Phylactery	RRSP	024	Magic Item		AD&D	Special	Can only be attached to a spell casting undead champion. If this  champion is defeated as a result of combat, send this item to the  Abyss to return him to his pool instead.
Portal to Limbo	RRSP	025	Event		AD&D	Special	Play this event on an opponent's champion, who must draw and discard  a card noting the last digit. The affacted champion is sent to Limbo  for a number of turns equal to the digit. (Harmful)
Roesone	BR	001	Realm	5	BR	Common	Can defend itself as a level 5 hero who can use blood abilities.
Ilien	BR	002	Realm	4	BR	Common	Can defend itself as a level 4 wizard. Any champion can cast wizard spells when defending Ilien.
The Spiderfell	BR	003	Realm		BR	Uncommon	Before a defender is chosen, the attacking champion must draw and discard a card, noting the last digit of the card number. If it's higher than or equal to his base level, he has been poisened and is discarded. Combat ends with no spoils.
The Gorgon's Crown	BR	004	Realm		BR	Rare	Defending monsters are doubled in base level and can use blood abilities. This realm is immune to offensive spells and harmful events.
Avanil	BR	005	Realm		BR	Uncommon	f unrazed, may be discarded from the player's formation at any time to draw five cards.
Ghoere	BR	006	Realm		BR	Rare	Any ally may be played in defense of Ghoere as a hero. If succesfully defended, the ally remains, acting as a hero champion for future attacks against the realm.
Tuarhievel	BR	007	Realm		BR	Common	Double the base level of any defending elves (champions and allies). Any champion defending Tuarhievel can cast wizard spells and use blood abilities.
Mur-Kilad	BR	008	Realm		BR	Common	Cannot be attacked by flyers or swimmers. Defending earthwalkers gain 2 levels.
Baruk-Azhik	BR	009	Realm		BR	Rare	Cannot be attacked by flyers. Baruk-Azhik prevents this player's realms from being attacked via the Underdark realms.
Impregnable Heart of Haelyn	BR	010	Realm		BR	Common	Defending champions can cast cleric spells and use blood abilities. Defending clerics are immune to offensive blood abilities.
Tower of the Sword Mage	BR	011	Realm		BR	Common	Cannot be attacked by awnsheghlien. Defending champions can cast wizard spells.
Imperial City of Anuire	BR	012	Holding		BR	Uncommon	Draw a card whenever an opposing player plays an event card.
The Heartland Outfitters	BR	013	Holding		BR	Common	This player's Birthright champions can fly, swim, or earthwalk as needed.
Proudglaive	BR	014	Holding		BR	Uncommon	The base level of a hero defending the attached realm is doubled or the base level of a defending champion is tripled if he doesn't use allies.
Kal-Saitharak	BR	015	Holding		BR	Rare	The base level of a defending monster is doubled. Monsters in this player's pool are immune to psionic power cards.
Magical Source	BR	016	Holding		BR	Common	Phase 4 spells cast by champions of this player gain a +4 level bonus.
The Maze of Maalvar the Minotaur	BR	017	Holding		BR	Common	Only flyers or earthwalkers can attack the attached realm.
Espionage!	BR	018	Event		AD&D	Common	Examine another player's draw pile and place four cards of your choice on the top. (Harmful)
Chaos!	BR	019	Event		AD&D	Rare	All players (starting with the event player) take turns playing event cards until all event cards in all hands have been played. Events which state they can only be played at certain times (Caravan, Weasel Attack, etc) are played with no effect. (Harmful)
Investiture Ceremony	BR	020	Event		AD&D	Common	Play on one champion to allow him to use blood abilities. Lasts until negated or champion is discarded. (Helpful)
Forge Ley Line	BR	021	Event		AD&D	Rare	Negates for this player any champion's immunity to offensive spells until the end of this player's next turn. (Harmful)
Biding Your Time	BR	022	Event		AD&D	Uncommon	Player can skip his turn and use it later in the game between any two players' turns. This event remains in play until used or canceled. (Helpful)
In Search of Adventure	BR	023	Event		AD&D	Uncommon	Send one of your champions to Limbo until the beginning of your next turn. When he returns, draw a card from the draw pile and add the last digit of the card number to the champion's base level as a permanent increase. (Helpful)
Revolution!	BR	024	Event		AD&D	Common	Until the end of this player's next turn, no realm champions may be used to defend. (Harmful)
The Kraken Attacks!	BR	025	Event		AD&D	Rare	Razes two realms in one player's formation that have coastlines. The kraken can be satisified (negated) by discarding champions totaling 8 levels or more from hand or pool. (Harmful)
Crown of Regency	BR	026	Magic Item		AD&D	Common	When the attached champion is used in defense, the crown copies the powers of any holding in play for the defending realm. (Def)
Armor of the High King	BR	027	Magic Item	4	AD&D	Common	During phase 3, the attached champion can retrieve one blood ability card from his discard pile to his hand. (Def)
Dragon's Teeth	BR	028	Magic Item		AD&D	Common	Draw and discard a card each time the Teeth are used in battle, noting the last digit of the card's number. For that round, the attached champion gains an undead ally equal to that digit. (Def)
Bracers of Bachiation	BR	029	Magic Item		AD&D	Common	Allows the attached champion and his allies to attack any realm showing trees, regardless of position or special powers. (Def)
Ring of Human Influence	BR	030	Magic Item		AD&D	Uncommon	Heroes cannot defend against the attached champion. (Off)
Ring of Spell Storing	BR	031	Magic Item		AD&D	Rare	Up to three spells playable in phase 4 may be stored in this item, remaining until used or dispelled. These spells may be cast during any battle, including combat where this champion is not involved. New spells may be attached during phase 3 only. (Def)
Rod of Lordly Might	BR	032	Magic Item	4	AD&D	Common	Can only be attached to heroes. This champion and attached allies are considered flyers. Allies of level 5 and lower cannot be used against this hero. (Off)
Amulet of Plane Walking	BR	033	Magic Item		AD&D	Common	The attached champion and its allies may attack any realm, regardless of position or special powers, ignoring the effect of an attached holding. (Def)
Cloak of Displacement	BR	034	Magic Item	3	AD&D	Uncommon	The attached champion can attack twice if he wins on his first round, but doesn't raze a realm. He uses new allies. (Def)
Alertness	BR	035	Blood Ability	2	BR	Uncommon	Blood ability. This champion can use his special power first when defending. Alertness lasts until the end of this player's next turn and can be dispelled. (Def/3/4)
Animal Affinity	BR	036	Blood Ability		BR	Common	Blood ability. Creates a +4 ally which remains with the user until he is defeated. This ally cannot be forced to switch sides for any reason. (Def/3/4)
Battlewise	BR	037	Blood Ability		BR	Rare	Blood ability. Double the affected champion's current total level until the end of this player's next turn. Can be dispelled. (Off/3/4)
Courage	BR	038	Blood Ability		BR	Common	Blood ability. Allies of this champion cannot be discarded during battle or made to switch sides. (Off/3/4)
Divine Wrath	BR	039	Blood Ability	6	BR	Common	Blood abillity. All opposing allies are instantly discarded. No new allies can be played against this champion. Lasts until the end of this player's next turn. (Off/4)
Regeneration	BR	040	Blood Ability		BR	Uncommon	Blood ability. The attached champion is not discarded when defeated in battlel,  instead it goes to Limbo until the end of this player's next turn, when it returns to its pool. (Def/4)
Touch of Decay	BR	041	Blood Ability		BR	Uncommon	Blood ability. Examine an opponent's hand and pool. Discard one magical item or artifact from either one. (Off/3/4)
Unreadable Thoughts	BR	042	Blood Ability		BR	Common	Blood ability. This champion is immune to the effects of offensive psionic power cards and the special powers of psionicists. Play anytime to negate the effects of any just played psionic power card. (Off/3/4)
Death Touch	BR	043	Blood Ability	5	BR	Rare	Blood ability. Opposing champion must draw a card from his draw pile and note the last digit of the card number. If it is equal to or greater than his base level, he is instantly discarded. Can be dispelled. (Off/4)
Detect Life	BR	044	Blood Ability		BR	Common	Blood ability. An opponent must display his hand for this round of combat. (Def/4)
Invulnerability	BR	045	Blood Ability		BR	Uncommon	Blood ability. This champion ignores the special powers of offensive magical items of less than +4 enchantment or cancels one offensive blood ability card. (Def/4)
Tighmaevril Sword	BR	046	Artifact	4	AD&D	Rare	The attached champion can use blood abilities and instantly defeats regent.
Wintering	BR	047	Artifact	3	BR	Rare	The attached champion is immune to either the special power of a champion or the special powers of his allies. The choice must be made at the start of the player's turn and remains the same until his next turn.
Emperor's Crown of Anuire	BR	048	Artifact	5	BR	Rare	No Birthright champions can attack this player's realms or cast offensive spells against those realms.
Kingstopper	BR	049	Artifact	5	BR	Rare	Protects the attached champion and all monsters in this player's pool from harmful events.
Bless Land	BR	050	Cleric Spell		AD&D	Uncommon	All realm champions are doubled in level and are immune to the special powers of allies until the end of this player's turn. (Def/3/4)
Blight	BR	051	Cleric Spell		AD&D	Common	All realms, artifacts, and holdings that grant extra cards are negated while this spell is in play, which lasts until dispelled. (Off/3)
Investiture	BR	052	Cleric Spell		AD&D	Common	Cast at any time. Discard a regent champion from your pool to transfer the power to use blood abilities to another champion. (Def)
Control Weather	BR	053	Cleric Spell		AD&D	Uncommon	No flyers or swimmers can be involved in combat until the end of this player's next turn without this player's permission. (Off/3/4/5)
Transmute Metal to Wood	BR	054	Cleric Spell		AD&D	Common	Destroy one magical item or artifact in any player's pool. (Off/3)
Part Water	BR	055	Cleric Spell		AD&D	Common	This player's champions and allies can attack any realm showing a coastline until the end of this turn. (Def/3)
Speak with Monsters	BR	056	Cleric Spell		AD&D	Common	Instantly ends a battle with a monster. Both champions return to their pools. No spoils of victory are drawn. (Off/4)
Summon Insects	BR	057	Cleric Spell		AD&D	Common	Creates a +7 ally for the caster that devours (discards) one opposing ally. (Off/4)
Legion of Dead	BR	058	Wizard Spell		AD&D	Uncommon	Creates an undead monster equal to the adjusted level of the casting champion. The spell acts as a cham added normally, though are discarded when the spell ends. (Off/3)
Raze	BR	059	Wizard Spell		AD&D	Rare	This spell razes an opponent's realm that has no attached holding, chosen by this player. The caster is immediately discarded. (Off/3/4)
Blood Drain	BR	060	Wizard Spell		AD&D	Common	The affected champion can no longer use blood abilities. Lasts until dispelled. (Off/3/4)
Otto's Irresistible Dance	BR	061	Wizard Spell		AD&D	Common	Cast on any enemy champion in a pool,  he cannot attack or defend until the Dance is dispelled. (Off/3)
Clone	BR	062	Wizard Spell		AD&D	Rare	Cast at any time to allow this player to bring a champion currently in play elsewhere into this player's pool. The champion's powers are unchanged. (Def)
Drawnij's Instant Summons	BR	063	Wizard Spell		AD&D	Uncommon	Take any ally, magical item, or artifact from your draw pile and play it immediately. Reshuffle the draw pile. (Def/3/4)
The Gorgon	BR	064	Monster	10	BR	Rare	Awnshegh. Can use blood abilities and wizard spells. This creature is so horrible that no allies can be played against him. Immune to harmful events.
The Spider	BR	065	Monster	8	BR	Uncommon	Awnshegh. Can use blood abilities. Immune to offensive cleric spells. The Spider can attack a razed realm. If victorious, the realm is discarded.
Banshegh	BR	066	Monster	05/out	BR	Rare	Awnshegh. Between 6 PM and 6 AM the Banshegh is a level 10 monster that can use blood abilities. Between 6 AM and 6 PM the Banshegh is a level 5 wizard capable of also casting cleric spells. In either form the Banshegh is immune to offensive spells.
The Lamia	BR	067	Monster	5	BR	Rare	Awnshegh. Immune to psionics. Can use blood abilities. Wizards and clerics are at half their base level (rounded down) against the Lamia.
The Siren	BR	068	Monster	9	BR	Rare	Swimmer. Awnshegh. Can use blood abilities. Can be sent to Limbo to force another player to attack this player's formation. The Siren is returned at the end of this player's next turn.
The White Witch	BR	069	Monster	7	BR	Common	"Awnshegh. Immune to offensive spells and harmful events except those that have the word ""fire,"" ""flame,"" or ""flaming"" in the title."
The Hag	BR	070	Monster	4	BR	Uncommon	"Awnshegh. Can cast wizard spells. Immune to psionics. If defeated in combat the Hag can ""curse"" an opposing player, forcing him to discard a holding in play."
Cerilian Dragon	BR	071	Monster	10	BR	Uncommon	Flyer. Can cast cleric spells. When attacking, the Cerilian Dragon may use its breath weapon to destroy any holding in the defender's formation.
The Shadow World	BR	072	Rule		BR	Common	Played at the beginning of the player's turn, this card is not discarded. It affects all players and remains in effect until any other rule card is played. If defeated in combat, all hafling champions and allies can dimension door away, returning to their
Divine Right	BR	073	Rule		BR	Common	Played at the beginning of the player's turn, this card is not discarded. It affects all players and remains in effect until any other rule card is played. All heroes in play may use blood ability cards.
Orogs	BR	074	Ally	2	AD&D	Common	Orogs are +4 when attacking and/or +6 if attached to an awnshegh.
Green Slime	BR	075	Ally	4	AD&D	Rare	The Green Slime destroys the first magical item or ally played after it enters battle.
Nightmare	BR	076	Ally	4	AD&D	Common	Flyer. The Nightmare becomes +8 vs. clerics or wizards.
Unicorn	BR	077	Ally	6	AD&D	Common	The attached champion can cast wizard or cleric spells.
Wraith	BR	078	Ally	4	AD&D	Uncommon	Flyer. Undead. Reduces an opposing champion's base level by 2. If the reduced base level is 0 or less, the champion is discarded.
Stirge Swarm	BR	079	Ally		AD&D	Rare	Flyer. Draw and discard a card from any opponent's draw pile when the Stirge Swarm is played, noting the last digit of the card number, which is the bonus for this ally.
Ankheg	BR	080	Ally	7	AD&D	Common	Earthwalker. Destroys one opposing nonflying ally.
Wood Nymph	BR	081	Ally	3	AD&D	Common	The Wood Nymph becomes +6 if defending a realm showing trees.
Giant Squid	BR	082	Ally	8	AD&D	Uncommon	Swimmer. Instantly destroys (discards) any opposing Brine Dragons, ignoring their special power.
Lord Cronal	BR	083	Regent	9	BR	Common	Can use blood abilities and hero unarmed combat cards. Inspires confidence in all allies played with him, who each gain 2 levels.
Grimm Graybeard	BR	084	Regent	6	BR	Common	Dwarf. Earthwalker. Can use blood abilities and can cast cleric spells. Immune to offensive magical items of less than +2 enchantment.
Teodor Profiev	BR	085	Regent	7	BR	Common	Can use blood abilities. Gains 5 levels against monsters.
Darien Avan	BR	086	Regent	8	BR	Rare	Can use blood abilities and hero unarmed combat cards. Can attack twice,  if he wins his first round and doesn't raze a realm, he can attack again, retaining one of his allies from the preiovus round of battle.
Caliedhe Dosiere	BR	087	Regent	8	BR	Common	Can use blood abilities. When attacking, he can cast cleric spells, when defending, he can cast wizard spells.
Tomkin Dross	BR	088	Regent	6	BR	Common	Halfling. Can use blood abilities. Tomkin and his allies may attack any realm in play, regardless of position or special power.
The Elf Prince Fhileraene	BR	089	Regent	7	BR	Rare	Elf. Can use blood abilities and cast wizard spells. When attacking, he can call upon his archers to destroy (discard) a monster in a player's pool, once per battle.
Tie'skar Graecher the Goblin King	BR	090	Regent	3	BR	Common	"Can use blood abilities. He can ""borrow"" one monster from any pool to act as an ally. If defeated, the monster ally is stripped of attachments and returned."
The Noble Outlaw	BR	091	Regent	10	BR	Rare	Can use blood abilities and hero unarmed combat cards. One per turn, he can prevent a player from receiving a spoils of victory, giving it to a third player instead. (In a two-player game, no one collects spoils.)
High Mage Aelies	BR	092	Regent	6	BR	Uncommon	Elf. Can use blood abilities and cast wizard spells. Gains +2 to his base level for every unrazed Birthright realm in play.
The Sword Mage	BR	093	Regent	7	BR	Common	Can use blood abilities and cast wizard spells. Gains 4 levels if spells are used against him.
The Wizard	BR	094	Regent	5	BR	Uncommon	Can use blood abilities and cast wizard spells. The Wizard can discard a realm in his player's formation to instantly win a round of battle.
Nadia Vasily	BR	095	Regent	9	BR	Common	Can use blood abilities and cast cleric spells. Clerics facing Nadia are at half their base level (rounded down).
Moergan	BR	096	Regent	6	BR	Common	Can use blood abilities and cast cleric spells. Once per any battle, Moergan can summon rains that force flying allies from the sky. They are discarded instantly.
Barak the Dark	BR	097	Regent	7	BR	Common	Can use blood abilities and cast cleric spells. Gains 3 levels if using a magical item weapon,  gains 2 levels if allies are used against him.
Jana Orel	BR	098	Regent	2	BR	Uncommon	Can use blood abilities and cast cleric spells. Immune to offensive cleric spells. If Jana is to receive a spoils, this player can look at the top two cards in his draw pile and choose the one he wants.
The Flower of Roesone	BR	099	Hero	6	BR	Common	This foppish fighter tends to be underestimated in combat. Allies played against him lose 3 levels. Allies may have negative levels.
Gwenyth the Bard	BR	100	Hero	3	BR	Uncommon	Elf. Gwenyth's music is so enchanting she can prevent a champion in another pool from attacking her player's formation. The music lasts until the start of this player's next turn, at which time she can select a different champion to be affected.
It's Good to Be the King	BRSP	001	Event		AD&D	Special	"Until the beginning of his next turn, this event player chooses which champions are able to attack. Even if negated, all players must still address the event player as ""Sir"" or ""Madam."" (Harmful)"
The Shadow World	BRSP	002	Event		AD&D	Special	Until the end of this player's turn, all undead are immune to offensive spells, magical items and events that specifically target undead or monsters. (Helpful)
Forced Conscription	BRSP	003	Event		AD&D	Special	All players must donate an ally to the event player's side in battle, if they have one. All allies are discarded at the end of combat. (Harmful)
Sphere of Annihilation	BRSP	004	Magic Item	5	AD&D	Special	Opposing champions defeated by the attached champion are sent to the Abyss instead of being discarded. (Off)
Vacuous Grimoire	BRSP	005	Magic Item		AD&D	Special	If the attached champion is defeated by a champion able to cast spells, the book is attached to that champion, substracting 5 from his base level. If the base level is now 0 or less, the champion is discarded. (Off)
Manual of Puissant Skill at Arms	BRSP	006	Magic Item	5	AD&D	Special	The attached hero may make an extra attack if he win his first round and doesn't raze a realm.
Book of Infinite Spells	BRSP	007	Magic Item	4	AD&D	Special	The attached champion can cast wizard and cleric spells. Phase 4 spells cast by the attached champion cannot be dispelled. (Def)
Libram of Ineffable Damnation	BRSP	008	Magic Item	10	AD&D	Special	Can only be attached to a wizard, who is now immune to offensive spells. If defeated in combat, this champion is sent to the Abyss. (Def)
The Count of Maden	BRSP	009	Regent	8	BR	Special	Swimmer. Can use blood abilities and psionic power cards. The Count controls the most powerful navy in Cerilla. All attached swimming allies of this champion are doubled in level.
The Wizardess Carrie	BRSP	010	Regent	4	BR	Special	Can use blood abilities and cast wizard spells. Carrie can summon a djinni to aid her in battle, which acts as a +8 flying ally.
The Pontifex of the Southern Coast	BRSP	011	Regent	7	BR	Special	Can use blood abilities and cast cleric spells. The Pontifex can be discarded in phase 5 to call for a crusade against another player. Until the end of this player's next turn, all clerics in pools must attack that player, if possible.
Olaf the Sly	BRSP	012	Regent	3	BR	Special	"Can use blood abilities and hero unarmed combat cards. In combat, Olaf can ""borrow"" any magical item in play. At the end of the battle the item can be discarded or returned to the player, if returned, this player draws a card."
Targoth the Unclean	BRSP	013	Regent	4	BR	Special	Can use blood abilities and cast wizard spells. All noncleric champions are halved in base level (rounded down) against Targoth.
Rhuobhe Manslayer	BRSP	014	Regent	8	BR	Special	Elf. Awnshegh. Can use blood abilities and cast wizard spells. When attacking, Rhuobhe can imitate the special power of any champion in any pool. Gains 4 levels against non monster champions.
Kaeriaen Whiteheart	BRSP	015	Regent	6	BR	Special	Can use blood abilities and cast cleric spells. Gains 5 levels vs. Awnswegh.
Adara Addlepate	BRSP	016	Regent	4	BR	Special	Can use blood abilities and can cast wizard spells. Adara can instantly defeat any champion with the # of 25 (chase cards), but must then be discarded herself.
The Blood of Azrai	BRSP	017	Event		AD&D	Special	Adds 5 levels to any monster and makes them an Awnshegh who can use blood abilities. Lasts until negated or the champion is discarded.
Taxation	BRSP	018	Rule		BR	Special	Instead of drawing three cards at the beginning of a turn, each player draws one card and a card for each unrazed Birthright realm.
Diplomacy	BRSP	019	Event		AD&D	Special	Playable only when first being attacked, the event player requests that the attacker attack someone else's realm instead. If he chooses to ignore the event, he must discard two cards from his hand to continue his initial attack. (Harmful)
Blood Challenge!	BRSP	020	Event		AD&D	Special	Play at any time to make an attack directly against a champion in any pool. Combat lasts for one round, and the loser is discarded. The winner receives a spoils of victory, even tough no realm was razed. (Harmful)
Festival	BRSP	021	Event		AD&D	Special	No combat can occur until the start of this player's next turn. Each player draws a card when this event is played. (Harmful)
Child's Play	BRSP	022	Event		AD&D	Special	Substract the age of the youngest player from the age of the oldest player in the game. That number is counted as a bonus to your side in this round of combat. (Helpful)
The Fates	BRSP	023	Event		AD&D	Special	Each player draws and discards a card, noting its last digit. If it's even, lose that many cards from your hand, pool, or formation. If it's odd, draw that many cards. (Harmful)
War Declared!	BRSP	024	Event		AD&D	Special	Until the end of this player's next turn, all players must attack on their turn if they have champions in their pools. All champions and allies can fly, swim, or earthwalk as needed. (Harmful)
Mebhaigl Surge	BRSP	025	Event		AD&D	Special	All players may return their defensive spells from their discard piles to their hand. (Helpful)
Rauglothgor's Lair	DR	001	Realm		FR	Common	Any nondragon champions attacking this realm are at half their base level (rounded down). Undead defending this dragon's lair are immune to harmful events.
Dragon Mountain	DR	002	Realm		AD&D	Common	Can only be attacked by flyers or earthwalkers. Infryana the Dragon's base level is doubled when defending this realm.
Lair of the Shadowdrake	DR	003	Realm		AD&D	Rare	If Menzoberranzan is in play when this realm is played, Menzo is discarded. While this realm is in play, the Underdark allies gained by the Triumvirate realms are negated.
Dragonspine Mountains	DR	004	Realm	6	FR	Rare	Dragons defending this realm are immune to offensive spells, psionics, and blood abilities. This realm can defend itself as a level 6 dragon champion.
Griff Mountains	DR	005	Realm		GH	Common	Defending dragons and giants are doubled in base level and are immune to offensive magical items. Attacking champions and allies that are not flyers lose their special powers.
Vesve Forest	DR	006	Realm		GH	Common	Swimmers cannot attack this realm. For each magical item and artifact attached to an attacking champion, subtract 2 levels from his total. The champion's level cannot drop below 1.
Mount Nevermind	DR	007	Realm		DL	Uncommon	Champions cannot use other cards (even events) or special powers when attacking or defending this realm. Instead, each champion draws one card and adds the last digit to the champion's level. The champion with the highest total wins the battle.
Palanthas	DR	008	Realm		DL	Common	Dragons and wizards cannot attack this realm. Defending dragons and wizards are immune to offensive spells and harmful events.
Mount Deismaar	DR	009	Realm		BR	Rare	This player's champions are immune to offensive blood abilities. Any champion defending this realm can use wizard spells and blood abilities.
Dragon's Horde	DR	010	Holding		AD&D	Rare	Dragons attacking this player's formation can attack only the attached realm, else they cannot attack.
Dark Depths	DR	011	Holding		AD&D	Uncommon	A realm with this holding is immune to the special powers of Underdark realms.
Powers of the Land	DR	012	Holding		RL	Common	The base level of undead champions defending any realm of this player is doubled. Undead champions defeated while defending the attached realm return to their pool instead of being discarded.
The Mistmarsh	DR	013	Holding	5	GH	Common	Flyers cannot attack the attached realm, and defending swimmers return to their pool if defeated. This holding can defend the attached realm as a level 5 monster.
The Mist Caves	DR	014	Holding		FR	Common	The attached realm cannot be attacked by flyers or swimmers. Giants defending this realm are immune to offensive magical items.
Dragon's Crown	DR	015	Holding		DS	Common	If attached to the Dragon's Crown Mountains, this player's champions all become dragons. If attached to other realms, the defending champion is immune to offensive spells.
Council of Wyrms	DR	016	Event		AD&D	Common	Dragons meet to discuss war and peace! Players may draw a card for each dragon in their pool, these champions may not attack or defend until the beginning of the event player's next turn. (Helpful)
Dragon Magic	DR	017	Event		AD&D	Rare	Until the end of this player's next turn, only dragons can cast spells. (Harmful)
Dragon's Graveyard	DR	018	Event		AD&D	Uncommon	Return one dragon champion and one dragon ally from the discard pile to your hand. (Helpful)
Wyrm's Decree	DR	019	Event		AD&D	Common	Until this player's next turn, cards cannot be drawn by another player from your draw deck, discard pile, or hand, and opposing players cannot force you to draw or discard cards. (Helpful)
Dragon Raid!	DR	020	Event		AD&D	Rare	Until the end of this player's next turn, all dragons can attack as many times as they wish (if successful) until a realm is razed. (Helpful)
Dragon Fear	DR	021	Event		AD&D	Uncommon	All champions of base level 5 or less suffer from dragon fear and cannot act (attack or defend, cast spells, use psionics, etc) until the end of this player's next turn. (harmful)
Trapped!	DR	022	Event		AD&D	Common	Play on an opposing player's champion, who can do nothing until this event is negated. A trapped champion remains in his pool while imprisoned. (Harmful)
Forced Revolt	DR	023	Event		AD&D	Common	An opposing player must either discard all allies in his hand or may discard one champion from his pool. If he has no allies, he must discard a champion from his pool. (Harmful)
Favorable Winds	DR	024	Event		AD&D	Rare	Must be played immediately upon being drawn. Eack player draws one card for each flyer in his pool. (Helpful)
Blessing of Zorquan	DR	025	Event		AD&D	Common	Until the end of this player's next turn, cards specifically designed to harm dragons or monsters do not function against this player's champions. (Helpful)
Infyrana the Dragon	DR	026	Monster	8	AD&D	Uncommon	Flyer. Infryana can cast wizard spells and is immune to the special powers of heroes and allies. If discarded as a result of combat, she can destroy one magical item or artifact in play.
Flame	DR	027	Monster	9	AD&D	Common	Dragon, flyer. Flame must be defeated twice while defending before being discarded. Allies of +3 or less cannot be played against him.
Pelath the Bronze Dragon	DR	028	Wizard	7	FR	Common	Flyer, swimmer. Swimming champions and allies cannot face this dragon in combat. At the end of this player's turn, Pelath can retrieve one magical item from the discard pile, which is then attached to him.
Maldraedior, Great Blue Wyrm	DR	029	Wizard	9	AD&D	Uncommon	Dragon, flyer. Maldraedior can cast any spell. Phase 4 spells cast by him during combat are shuffled back into the draw pile instead of discarded.
Tamarand, Great Gold Wyrm	DR	030	Cleric	8	FR	Common	Dragon, flyer. While Tamarand is in play all flying monsters must ask his permission to fly. Allies of +3 or less cannot be played against him.
Lareth, King of Justice	DR	031	Wizard	10	FR	Rare	Dragon, flyer. All dragons must ask Lareth's permission to cast wizard spells. Lareth never needs permission to cast spells. He is immune to cards designated as offensive.
Flashburn	DR	032	Hero	9	AD&D	Common	Dragon, flyer. Flashburn has access to a nonflying +9 orc ally that cannot be forced to switch sides during battle.
Fi Lendicol	DR	033	Wizard	7	FR	Common	Dragon. Fi Lendicol can teleport with his allies to attack any realm. He can use any unarmed combat card and is immune to offensive cleric spells and offensive psionics.
Rauglothgor	DR	034	Monster	7	FR	Common	Dragon, undead. Rauglothgor can cast wizard spells and is immune to offensive spells. His total level is doubled if defending Rauglothgor's Lair.
